flight,chain_id,lat,long,alt,mph,dt_seconds,heading_sin,heading_cos,vertical_speed,horizontal_speed,delta_lat,delta_lon,delta_alt
NASA806,7,34.6195,-118.059,4000,460,600.0,-0.8575950110967339,0.5143255748472876,-1.0,19.202932314457595,0.014800000000001035,-0.030000000000001137,-600
NASA806,8,34.6073,-118.082,3325,460,600.0,0.7118886703517947,0.702292333024328,-0.20833333333333334,13.11095963873678,0.01379999999999626,0.016999999999995907,-125
NASA806,8,34.6211,-118.065,3200,460,600.0,0.3718831819566983,0.9282795370887809,0.125,22.137119293347954,0.030799999999999272,0.015000000000000568,75
NASA806,9,34.6246,-118.099,4000,460,600.0,0.1184108335935361,0.9929646894465503,-1.4166666666666667,4.636089011203588,0.0069000000000016826,0.0010000000000047748,-850
NASA806,9,34.6315,-118.098,3150,460,600.0,0.8687484663034265,0.49525357373313744,-0.041666666666666664,30.32302639207299,0.022500000000000853,0.04800000000000182,-25
NASA806,9,34.654,-118.05,3125,460,600.0,-0.9916808613618695,-0.12872089654978555,0.4166666666666667,16.049727557257057,-0.0031000000000034333,-0.028999999999996362,250
NASA806,14,34.7063,-117.896,5050,460,600.0,-0.8673171355366385,-0.4977559506470216,-3.5416666666666665,134.85927738881924,-0.10079999999999956,-0.21299999999999386,-2125
NASA817,1,34.712,-118.354,7100,233,600.0,0.9855825321117947,-0.16919536753736236,-4.333333333333333,147.52695055041676,-0.037700000000000955,0.26500000000000057,-2600
NASA817,1,34.6743,-118.089,4500,209,600.0,-0.48931453506748784,-0.8721073820188018,-3.1666666666666665,33.657562390064406,-0.044000000000004036,-0.030000000000001137,-1900
NASA817,1,34.6303,-118.119,2600,460,600.0,0.0,1.0,-0.041666666666666664,0.0,0.0,0.0,-25
NASA817,2,34.6699,-118.168,4150,207,600.0,0.9983500428361426,-0.05742118049180238,2.7083333333333335,78.0518201803998,-0.006799999999998363,0.14200000000001012,1625
NASA817,2,34.6631,-118.026,5775,242,600.0,-0.9809750017316253,-0.19413409277516855,-1.4583333333333333,120.32123082615891,-0.03520000000000323,-0.2150000000000034,-875
NASA817,2,34.6279,-118.241,4900,173,600.0,0.9807142472293991,0.19544709074650624,-0.7916666666666666,101.84393849441349,0.02970000000000539,0.18200000000000216,-475
OCEAN,7,34.6539,-118.043,4025,168,600.0,-0.44978413487602803,0.8931372974038331,0.125,3.66030548944149,0.004899999999999238,-0.0030000000000001137,75
OCEAN,8,34.6339,-118.058,2925,157,600.0,-0.8773454614704739,0.47985929316536247,-0.041666666666666664,2.5027102438299065,0.0018000000000029104,-0.003999999999990678,-25
OCEAN,8,34.6357,-118.062,2900,460,600.0,-0.9656926254213797,0.25968779949539966,1.9583333333333333,35.23726673316083,0.013700000000000045,-0.06199999999999761,1175
OCEAN,8,34.6494,-118.124,4075,460,600.0,0.9926889565820011,0.12070060265026816,-0.041666666666666664,3.3172971758252974,0.0005999999999986017,0.006000000000000227,-25
OCEAN,8,34.65,-118.118,4050,460,600.0,0.9970484280053196,0.07677520571200804,0.125,35.778482167817046,0.004100000000001103,0.06499999999999773,75
OCEAN,8,34.6541,-118.053,4125,182,600.0,0.32130879516802974,-0.9469744759747588,-2.0,13.667649431434274,-0.01939999999999742,0.007999999999995566,-1200
OCEAN11,6,34.6346,-118.038,3825,460,600.0,0.9485584404636667,0.31660209257858135,1.6666666666666667,133.00277743201517,0.06289999999999907,0.22999999999998977,1000
OCEAN11,6,34.6975,-117.808,4825,460,600.0,-0.9876854328337029,-0.15645282281921571,-1.4583333333333333,157.23875464943595,-0.03719999999999857,-0.28299999999998704,-875
OCEAN11,6,34.6603,-118.091,3950,460,600.0,0.9997975258500191,0.020122308619549594,1.4166666666666667,119.10277228493499,0.0033999999999991815,0.21699999999999875,850
OCEAN11,6,34.6637,-117.874,4800,460,600.0,-0.9970189111575687,-0.07715757120449171,-1.1666666666666667,140.37743866862849,-0.016500000000000625,-0.25500000000000966,-700
OCEAN11,12,34.6536,-118.093,3900,460,600.0,0.9995868533370285,-0.028742349169437582,-0.375,38.982899884446276,-0.0016999999999995907,0.07099999999999795,-225
OCEAN11,13,34.6842,-117.932,4900,223,600.0,-0.9994244652684692,0.03392253267128675,0.041666666666666664,92.76399258805043,0.00460000000000349,-0.16899999999999693,25
OCEAN11,13,34.6888,-118.101,4925,233,600.0,0.12817413377379375,-0.9917516783103206,-2.625,38.54653930251177,-0.05729999999999791,0.009000000000000341,-1575
OCEAN21,1,34.6615,-118.041,3700,189,600.0,0.11274834774160172,-0.9936235756470047,-0.875,9.736028774230146,-0.014499999999998181,0.001999999999995339,-525
OCEAN21,3,34.7004,-118.003,4825,244,600.0,-0.8980187171593726,-0.439957252050054,-0.9166666666666666,70.28097333216938,-0.04639999999999844,-0.11499999999999488,-550
OCEAN21,3,34.654,-118.118,4275,221,600.0,-0.9685870540726357,0.24867472465631293,-0.625,10.198570303397446,0.0037999999999982492,-0.018000000000000682,-375
OCEAN21,4,34.6313,-118.097,2675,460,600.0,-0.9987233479084222,-0.05051410043337009,0.7916666666666666,6.596034368841202,-0.0005000000000023874,-0.012000000000000455,475
OCEAN21,4,34.6308,-118.109,3150,460,600.0,0.9042928617293596,0.4269126611208963,-0.75,40.66084260332299,0.02599999999999625,0.06699999999999307,-450
OCEAN21,7,34.6417,-118.042,3125,460,600.0,-0.9224651397759174,-0.3860803878704501,6.416666666666667,154.8755662701139,-0.08990000000000009,-0.2600000000000051,3850
PCM8654,6,34.4916,-118.138,10125,460,600.0,0.04409474326412049,0.9990273537879087,0.875,248.296232260914,0.37180000000000035,0.020000000000010232,525
QXE2038,2,34.4815,-117.562,34800,460,600.0,-0.899796653794372,0.43630950232656057,0.041666666666666664,666.991904571276,0.43130000000000024,-1.0970000000000084,25
QXE2038,4,34.5389,-117.753,36550,488,600.0,-0.8891681200157173,0.45758065338005166,0.0,614.9555170423655,0.4177000000000035,-1.0,0
QXE2353,13,34.5645,-117.84,34875,490,600.0,-0.8829057043970354,0.4695503350474522,9.458333333333334,597.4624679504378,0.41669999999999874,-0.9650000000000034,5675
REY13,2,34.7907,-118.357,25675,306,600.0,0.9844390781747716,-0.17572621136986363,0.0,512.3365230966492,-0.1384000000000043,0.9189999999999969,0
REY13,5,34.6834,-117.7,20225,460,600.0,-0.9941071459023643,0.1084019486257304,-0.08333333333333333,406.96309011553524,0.06390000000000384,-0.7379999999999995,-50
REY13,6,34.6023,-117.964,24275,313,600.0,-0.7930874584459592,0.6091077763875035,-6.916666666666667,429.3456031451844,0.39039999999999964,-0.6230000000000047,-4150
SCAT41,1,34.5708,-117.751,51300,460,600.0,-0.04997404592838002,0.9987505167625939,-18.625,316.9702889910786,0.47449999999999903,-0.028999999999996362,-11175
SKW3196,11,34.8403,-118.715,37900,440,600.0,0.9377614206224301,-0.3472801721840766,-0.08333333333333333,739.795531520252,-0.39159999999999684,1.26100000000001,-50
SKW3312,24,34.6103,-117.811,30025,488,600.0,-0.935692613231382,0.3528162886605823,-0.20833333333333334,665.5989767200438,0.34669999999999845,-1.1389999999999958,-125
SKW3315,1,34.5726,-117.408,26750,421,600.0,-0.9326041985991279,0.3609008295297732,6.958333333333333,611.9504268189836,0.3265999999999991,-1.0429999999999922,4175
SKW3369,0,34.5915,-117.614,28275,460,600.0,-0.9345244188946259,0.35589901726425416,-0.25,511.9774820332668,0.269999999999996,-0.8739999999999952,-150
SKW3410,14,34.5655,-117.548,28525,437,600.0,-0.9463858582286814,0.3230383991799769,0.7916666666666666,595.8808276142659,0.28419999999999845,-1.0300000000000011,475
SKW3432,7,34.407,-117.935,34075,518,600.0,-0.8329281167766486,0.5533811997917039,-0.08333333333333333,750.3956599175323,0.6171000000000006,-1.1439999999999912,-50
SKW4994,10,34.591,-117.376,36475,518,600.0,-0.9564279432746938,0.2919684731667772,-6.916666666666667,712.2912202866017,0.3053999999999988,-1.2449999999999903,-4150
SKW5509,7,34.5973,-117.581,27475,523,600.0,-0.9551800042981825,0.29602560596834204,1.75,709.1317012475304,0.308400000000006,-1.2379999999999995,1050
SKW5583,1,34.4943,-117.605,34600,516,600.0,-0.8477996691290247,0.5303166233720344,-0.16666666666666666,637.5551388347606,0.5028000000000006,-0.9889999999999901,-100
SKW5827,11,34.4486,-117.494,28925,453,600.0,-0.8843241074357407,0.46687350857376814,0.0,681.6907156270015,0.4720999999999975,-1.1020000000000039,0
SKW5827,30,34.5501,-117.527,27975,442,600.0,-0.9762335451181159,0.21672116967688151,8.166666666666666,601.4481653446394,0.19069999999999965,-1.070999999999998,4900
SKW5997,3,34.4671,-117.8,28575,460,600.0,-0.8936693692717422,0.44872603938867456,0.0,699.5590848941048,0.46519999999999584,-1.1430000000000007,0
SKW5997,24,34.5989,-117.707,23775,460,600.0,-0.9700895625989059,0.24274727709423125,6.791666666666667,266.8938920836241,0.09619999999999607,-0.4720000000000084,4075
SKW5997,35,34.6019,-117.718,28025,509,600.0,-0.9082608674780157,0.41840434582838937,0.0,607.2823531497512,0.3766999999999996,-1.0090000000000003,0
STMPD19,2,34.66,-118.074,3975,180,600.0,-0.7940967421927392,0.6077913820044493,0.041666666666666664,11.74663143475187,0.010699999999999932,-0.016999999999995907,25
STMPD19,6,34.5694,-117.822,20350,325,600.0,-0.9558975240246251,0.29370039762246003,0.041666666666666664,471.24989289061205,0.20469999999999544,-0.8220000000000027,25
STMPD19,12,34.6821,-117.865,6650,182,600.0,-0.9936850081805486,-0.11220563496198857,0.5416666666666666,194.97445230843994,-0.033299999999997,-0.35300000000000864,325
SWA1981,6,34.6911,-117.51,34600,460,600.0,-0.9952564894814226,-0.09728576537764876,-0.08333333333333333,676.588511344295,-0.10479999999999734,-1.225999999999999,-50
SWA1984,0,34.4555,-118.391,31625,518,600.0,-0.7086061356548702,0.7056042407130726,7.666666666666667,555.0314302482649,0.5848999999999975,-0.7199999999999989,4600
SWA2012,17,34.5302,-117.515,36250,520,600.0,-0.8575444966451647,0.5144097941073741,3.5416666666666665,734.6194012779732,0.5609999999999999,-1.1539999999999964,2125
SWA2130,1,34.6454,-117.467,32425,525,600.0,-0.9826596666872163,-0.18541839031274407,-7.75,665.0729894550761,-0.19060000000000343,-1.1880000000000024,-4650
SWA2152,7,34.5368,-117.245,36225,523,600.0,-0.944964583161239,0.3271726403153324,-0.125,695.0842364642472,0.33500000000000085,-1.1999999999999886,-75
SWA2267,5,34.5207,-117.701,34425,527,600.0,-0.830142119705904,0.5575518461006013,10.083333333333334,743.3317566292818,0.6159999999999997,-1.1310000000000002,6050
SWA256,7,34.5715,-117.395,35325,493,600.0,-0.9196332978945106,0.39277805107167874,8.708333333333334,720.3394106883202,0.4181000000000026,-1.2120000000000033,5225
SWA256,20,34.498,-117.494,28650,520,600.0,-0.9953975643251383,0.0958315654447017,16.791666666666668,680.8796583597673,0.09159999999999968,-1.2339999999999947,10075
SWA2593,9,34.6884,-117.535,34725,527,600.0,-0.995342214998111,-0.09640474595503082,-0.041666666666666664,676.5448886677747,-0.10390000000000299,-1.225999999999999,-25
SWA3272,15,34.3561,-117.632,38150,460,600.0,-0.8845522857071776,0.4664410507772741,-0.125,738.8935101716405,0.5108000000000033,-1.1939999999999884,-75
SWA354,3,34.6866,-117.553,34450,460,600.0,-0.9852313059907962,-0.17122871749700774,0.25,736.722842850946,-0.1961999999999975,-1.3200000000000074,150
SWA518,17,34.5436,-117.66,38050,513,600.0,-0.8604129794334868,0.5095973948347755,-3.6666666666666665,593.9324193210789,0.45009999999999906,-0.9350000000000023,-2200
SWA757,0,34.4927,-117.6,36525,511,600.0,-0.8540515774710039,0.5201883341822363,-0.4166666666666667,692.142089409049,0.5349000000000004,-1.0820000000000078,-250
SWA992,14,34.4686,-117.353,27025,460,600.0,-0.9417781326882613,0.3362349606900088,-0.08333333333333333,722.8237940194821,0.357999999999997,-1.2430000000000092,-50
SWA992,16,34.5428,-117.62,37150,534,600.0,-0.9742772450265816,0.2253527231329016,0.20833333333333334,611.0695820536095,0.2015999999999991,-1.0859999999999985,125
TAI560,7,34.2653,-117.915,36825,460,600.0,-0.8074066379238412,0.5899953567923389,-0.125,793.6711930988795,0.6962999999999937,-1.171999999999997,-75
TAI560,9,34.5257,-118.222,36875,525,600.0,-0.8259820107372273,0.5636964767838157,-0.08333333333333333,713.5014012730638,0.5981000000000023,-1.0800000000000125,-50
TAI560,17,34.5489,-118.25,35825,534,600.0,-0.8277602876797074,0.5610819068018572,0.041666666666666664,668.5971994561672,0.558099999999996,-1.0139999999999958,25
TAI560,29,34.3562,-118.078,36775,513,600.0,-0.8068856067974264,0.5907077259890452,-0.16666666666666666,703.2700898616928,0.6182999999999979,-1.0379999999999967,-100
TAI561,7,34.9373,-118.609,35725,513,600.0,0.7955621877785881,-0.6058719380999144,-0.041666666666666664,815.7687924703998,-0.7464999999999975,1.1759999999999877,-25
TAI562,7,34.3605,-118.145,38450,460,600.0,-0.7993340880397836,0.6008868576509288,0.041666666666666664,722.624251935243,0.6462999999999965,-1.0570000000000022,25
TAI562,15,34.3498,-118.102,37150,516,600.0,-0.802642606521255,0.5964602637198608,-0.041666666666666664,662.3291236626957,0.5882999999999967,-0.9719999999999942,-25
TAI562,27,34.5039,-118.217,38025,518,600.0,-0.822194800009823,0.5692062111720207,0.08333333333333333,675.3724691108692,0.5719999999999956,-1.016999999999996,50
TAI562,39,34.4334,-118.183,37400,518,600.0,-0.8104914280852955,0.5857504972257883,-0.20833333333333334,690.1863018158773,0.601700000000001,-1.0239999999999867,-125
TWY1026,4,34.5739,-117.421,31825,527,600.0,-0.9441936468776878,0.32939088814934186,19.291666666666668,743.7782785173207,0.3604999999999947,-1.2839999999999918,11575
UAL1953,3,34.5791,-117.484,27050,460,600.0,-0.9401713058815251,0.3407020921524079,16.958333333333332,716.6718609515877,0.3597999999999999,-1.2319999999999993,10175
UAL2027,9,34.9572,-118.584,39750,460,600.0,0.8904705282470421,-0.455040919394546,0.0,827.2859021958661,-0.5716000000000037,1.338000000000008,0
UAL2306,4,34.3478,-118.624,28100,460,600.0,0.8549459951472623,0.5187170185965151,12.916666666666666,850.7966374421479,0.6542999999999992,1.3309999999999889,7750
UAL2414,18,34.6395,-117.502,30625,541,600.0,-0.9826401973656879,-0.1855215419327955,-8.291666666666666,678.6029166302936,-0.19469999999999743,-1.2120000000000033,-4975
UAL2628,11,35.0246,-117.862,34500,460,600.0,0.4301347500775335,-0.902764696239135,-1.2083333333333333,182.18258261073274,-0.24660000000000082,0.14300000000000068,-725
UAL2628,12,34.986,-118.04,33725,460,600.0,0.9105946575229855,-0.4133005803172756,0.041666666666666664,158.0612328352426,-0.09819999999999851,0.26300000000000523,25
UAL821,21,34.8836,-118.876,35300,460,600.0,0.7591764020699636,-0.6508849288008635,0.25,764.5261269082246,-0.7503999999999991,1.051000000000002,150
UPS51,7,35.0027,-118.601,29175,460,600.0,0.7726124409726226,-0.6348779536685186,-18.333333333333332,659.2936585960932,-0.6308999999999969,0.9249999999999972,-11000
UPS59,0,35.1293,-118.715,31200,460,600.0,0.7795951987191347,-0.6262837425113899,-26.25,675.7320381351503,-0.6381000000000014,0.9579999999999984,-15750
VOI902,14,34.3878,-118.074,35800,516,600.0,-0.6830042333732798,0.7304144146949583,0.041666666666666664,622.8214072534406,0.6794000000000011,-0.7789999999999964,25
VOI951,5,34.8897,-118.493,36150,511,600.0,0.6365417035510231,-0.771242283358713,2.5833333333333335,779.5859958602501,-0.9044999999999987,0.8969999999999914,1550
VOI970,12,34.3706,-117.974,38950,513,600.0,-0.6325953655969578,0.7744824745759269,0.0,670.9357817883916,0.7763999999999953,-0.7779999999999916,0
WAYLN41,0,34.7701,-118.305,4925,460,600.0,0.19997104490064535,0.97980180710251,6.875,52.023519784861556,0.07639999999999958,0.019000000000005457,4125
WAYLN41,3,34.691,-117.878,4850,203,600.0,-0.9818722268200035,-0.18954400597098167,-1.625,110.66416793402787,-0.03160000000000451,-0.1979999999999933,-975
WAYLN41,3,34.6594,-118.076,3875,460,600.0,-0.25879442818890613,-0.9659324220349874,0.08333333333333333,38.19479834379568,-0.055299999999995464,-0.018000000000000682,50
WAYLN41,3,34.6041,-118.094,3925,460,600.0,0.3545316577605948,0.935044011608825,1.5416666666666667,126.74013186263983,0.1775999999999982,0.08199999999999363,925
WAYLN41,4,34.6965,-117.922,4450,460,600.0,-0.9661823099502995,-0.257859930852204,-1.2083333333333333,124.97412426022427,-0.0484999999999971,-0.21999999999999886,-725
WAYLN41,5,34.5991,-118.063,3900,460,600.0,0.19640752339752554,0.9805223530102974,1.7083333333333333,78.1827306800056,0.11489999999999867,0.028000000000005798,1025
WAYLN42,0,34.61,-118.125,3850,460,600.0,0.9994331268890534,0.033666376056376505,-0.25,46.149731402551346,0.0022999999999981924,0.08400000000000318,-150
WAYLN42,4,34.6282,-118.217,4375,186,600.0,-0.8378221054908406,0.5459433299811389,2.5416666666666665,77.91512617488769,0.0636999999999972,-0.11899999999999977,1525
WAYLN42,4,34.6919,-118.336,5900,460,600.0,0.9473226327572083,-0.320280860286642,-4.375,127.4890672407608,-0.06139999999999901,0.21999999999999886,-2625
WAYLN42,4,34.6305,-118.116,3275,460,600.0,-0.9998469006845868,0.017497862481627026,-0.5,15.37343320376088,0.00039999999999906777,-0.028000000000005798,-300
WAYLN42,4,34.6309,-118.144,2975,460,600.0,0.9993765690914476,-0.03530542665097033,-0.5416666666666666,13.183541277869827,-0.0006999999999948159,0.02400000000000091,-325
WAYLN42,8,34.6104,-118.082,3975,460,600.0,-0.16122846883136732,0.9869171094059991,2.375,51.0396602814659,0.07549999999999812,-0.015000000000000568,1425
WAYLN42,9,34.6006,-118.043,3875,460,600.0,-0.01170485608453223,0.9999314958256093,2.375,93.67703435320071,0.14039999999999964,-0.001999999999995339,1425
WAYLN42,16,34.7053,-117.941,4850,460,600.0,-0.9104678798015928,-0.41357978655827976,-2.9166666666666665,101.28162643446448,-0.06289999999999907,-0.16799999999999216,-1750
WAYLN50,0,34.6139,-118.013,3825,460,600.0,-0.9839830196680659,0.1782622141815662,-1.0416666666666667,60.81200846934171,0.016199999999997772,-0.10899999999999466,-625
WAYLN50,0,34.6301,-118.122,3200,460,600.0,0.9143642192168777,0.4048926704892417,1.2916666666666667,56.41310165692804,0.034199999999998454,0.09399999999999409,775
WAYLN50,10,34.7013,-117.901,4925,460,600.0,-0.9999543418746546,-0.009555844600369097,-0.2916666666666667,95.9937251956198,-0.0015000000000000568,-0.17499999999999716,-175
WAYLN50,10,34.6998,-118.076,4750,198,600.0,-0.5489152974222553,-0.8358779792863531,-1.1666666666666667,35.993070515502836,-0.045100000000005025,-0.036000000000001364,-700
WAYLN50,10,34.6547,-118.112,4050,460,600.0,0.93933430000513,0.3430030216104116,1.4166666666666667,105.09720067446041,0.05389999999999873,0.1799999999999926,850
WAYLN50,10,34.7086,-117.932,4900,212,600.0,-0.8108158865859243,-0.5853012882779959,-1.1666666666666667,119.20049482236172,-0.10469999999999402,-0.17600000000000193,-700
XLJ784,6,34.5484,-118.252,33025,534,600.0,-0.8275026232866949,0.5614618495086182,6.666666666666667,678.6306546180853,0.5668000000000006,-1.0290000000000106,4000
